MM:DD:YYYY hh:mm:ss,Device_Number,Battery_Voltage,Motor_Turns,Session_Type,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Retrieval_Time,Concat_#,Mode
2024-07-28 10:37:12,1,3.59,,FR1,Poke,Left,1,0,0,,0,FR1
2024-07-28 10:38:27,1,3.63,3.0,FR1,Pellet,Left,1,0,1,,0,FR1
2024-07-28 10:39:07,1,3.64,,FR1,Poke,Left,2,0,1,,0,FR1
2024-07-28 10:39:13,1,3.63,,FR1,Poke,Left,3,0,1,,0,FR1
2024-07-28 10:39:33,1,3.64,,FR1,Poke,Left,3,1,1,,0,FR1
2024-07-28 10:43:54,1,3.63,,FR1,Poke,Left,4,1,1,,0,FR1
2024-07-28 10:44:41,1,3.63,,FR1,Poke,Left,4,2,1,,0,FR1
2024-07-28 10:45:31,1,3.64,,FR1,Poke,Left,4,3,1,,0,FR1
2024-07-28 10:45:49,1,3.63,,FR1,Poke,Left,5,3,1,,0,FR1
2024-07-28 11:13:37,1,3.64,,FR1,Poke,Left,6,3,1,,0,FR1
2024-07-28 11:48:02,1,3.63,,FR1,Poke,Left,7,3,1,,0,FR1
2024-07-28 11:48:04,1,3.64,3.0,FR1,Pellet,Left,7,3,2,,0,FR1
2024-07-28 12:50:30,1,3.63,,FR1,Poke,Left,8,3,2,,0,FR1
2024-07-28 12:50:34,1,3.63,2.0,FR1,Pellet,Left,8,3,3,2.97,0,FR1
2024-07-28 16:40:20,1,3.62,,FR1,Poke,Left,9,3,3,,0,FR1
2024-07-28 16:40:25,1,3.63,2.0,FR1,Pellet,Left,9,3,4,1.26,0,FR1
2024-07-28 16:41:54,1,3.63,,FR1,Poke,Left,10,3,4,,0,FR1
2024-07-28 16:41:58,1,3.63,1.0,FR1,Pellet,Left,10,3,5,2.91,0,FR1
2024-07-28 17:37:53,1,3.62,,FR1,Poke,Left,11,3,5,,0,FR1
2024-07-28 17:37:57,1,3.62,2.0,FR1,Pellet,Left,11,3,6,1.51,0,FR1
2024-07-28 17:39:46,1,3.62,,FR1,Poke,Left,12,3,6,,0,FR1
2024-07-28 17:39:49,1,3.62,1.0,FR1,Pellet,Left,12,3,7,2.53,0,FR1
2024-07-28 18:11:32,1,3.62,,FR1,Poke,Left,13,3,7,,0,FR1
2024-07-28 18:11:35,1,3.62,1.0,FR1,Pellet,Left,13,3,8,1.77,0,FR1
2024-07-28 18:12:56,1,3.62,,FR1,Poke,Left,14,3,8,,0,FR1
2024-07-28 18:13:03,1,3.62,4.0,FR1,Pellet,Left,14,3,9,1.07,0,FR1
2024-07-28 18:15:39,1,3.63,,FR1,Poke,Left,15,3,9,,0,FR1
2024-07-28 18:15:43,1,3.62,3.0,FR1,Pellet,Left,15,3,10,0.56,0,FR1
2024-07-28 18:17:55,1,3.62,,FR1,Poke,Left,15,4,10,,0,FR1
2024-07-28 18:18:04,1,3.63,,FR1,Poke,Left,16,4,10,,0,FR1
2024-07-28 18:18:06,1,3.62,1.0,FR1,Pellet,Left,16,4,11,1.39,0,FR1
2024-07-28 18:21:00,1,3.62,,FR1,Poke,Left,16,5,11,,0,FR1
2024-07-28 18:21:02,1,3.63,,FR1,Poke,Left,16,6,11,,0,FR1
2024-07-28 18:25:07,1,3.62,,FR1,Poke,Left,17,6,11,,0,FR1
2024-07-28 18:25:13,1,3.62,3.0,FR1,Pellet,Left,17,6,12,0.69,0,FR1
2024-07-28 18:26:19,1,3.62,,FR1,Poke,Left,18,6,12,,0,FR1
2024-07-28 18:26:22,1,3.62,1.0,FR1,Pellet,Left,18,6,13,1.58,0,FR1
2024-07-28 18:32:02,1,3.62,,FR1,Poke,Left,19,6,13,,0,FR1
2024-07-28 18:32:06,1,3.62,1.0,FR1,Pellet,Left,19,6,14,3.48,0,FR1
2024-07-28 18:34:20,1,3.62,,FR1,Poke,Left,20,6,14,,0,FR1
2024-07-28 18:34:25,1,3.63,2.0,FR1,Pellet,Left,20,6,15,1.58,0,FR1
2024-07-28 18:35:42,1,3.62,,FR1,Poke,Left,21,6,15,,0,FR1
2024-07-28 18:35:47,1,3.62,1.0,FR1,Pellet,Left,21,6,16,4.31,0,FR1
2024-07-28 18:36:29,1,3.62,,FR1,Poke,Left,21,7,16,,0,FR1
2024-07-28 18:37:41,1,3.62,,FR1,Poke,Left,22,7,16,,0,FR1
2024-07-28 18:37:43,1,3.62,1.0,FR1,Pellet,Left,22,7,17,1.26,0,FR1
2024-07-28 18:39:15,1,3.62,,FR1,Poke,Left,23,7,17,,0,FR1
2024-07-28 18:39:24,1,3.62,3.0,FR1,Pellet,Left,23,7,18,3.42,0,FR1
2024-07-28 18:40:02,1,3.62,,FR1,Poke,Left,24,7,18,,0,FR1
2024-07-28 18:40:06,1,3.62,1.0,FR1,Pellet,Left,24,7,19,3.29,0,FR1
2024-07-28 18:42:00,1,3.63,,FR1,Poke,Left,24,8,19,,0,FR1
2024-07-28 18:48:06,1,3.62,,FR1,Poke,Left,25,8,19,,0,FR1
2024-07-28 18:48:10,1,3.62,2.0,FR1,Pellet,Left,25,8,20,1.07,0,FR1
2024-07-28 18:51:08,1,3.62,,FR1,Poke,Left,26,8,20,,0,FR1
2024-07-28 18:51:12,1,3.62,1.0,FR1,Pellet,Left,26,8,21,3.1,0,FR1
2024-07-28 18:51:59,1,3.62,,FR1,Poke,Left,27,8,21,,0,FR1
2024-07-28 18:52:02,1,3.62,1.0,FR1,Pellet,Left,27,8,22,2.53,0,FR1
